title_name;title_id;runtime;release_day;release_month;release_year;worldwide_gross;domestic_gross;foreign_gross;opening_gross;budget;age_rating;genre_drama;genre_comedy;genre_thriller;genre_action;genre_adventure;genre_romance;genre_crime;genre_fantasy;genre_family;genre_scifi;genre_mystery;genre_horror;genre_other;language_english;language_spanish;language_french;language_other;weekday_friday;weekday_wednesday;weekday_thursday;weekday_other;roi;tickets_sold
serendipity;tt0240890;90;5;10;2001;77516304;50294317;27221987;13309241;28000000;3;False;True;False;False;False;True;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;1.7684394285714287;8885921
the backup plan;tt1212436;104;23;4;2010;77477008;37490007;39987001;12201710;35000000;3;False;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;1.2136288;4751585
the lives of others;tt0405094;137;23;3;2006;77356942;11286112;66070830;223000;2000000;4;True;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;37.678471;1723070
diary of a wimpy kid dog days;tt2023453;94;3;8;2012;77229695;49008662;28221033;14623599;22000000;2;False;True;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False;False;2.510440681818182;6156867
fame;tt1016075;107;24;9;2009;77211836;22455510;54756326;10011682;18000000;2;True;True;False;False;False;True;False;False;False;False;False;False;True;True;False;False;False;False;False;True;False;3.2895464444444444;2994068
mike and dave need wedding dates;tt2823054;98;7;7;2016;77068246;46009673;31058573;16628170;33000000;4;False;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;1.3354013939393938;5319037
barbershop;tt0303714;102;13;9;2002;77063924;75782105;1281819;20627433;12000000;3;True;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;5.421993666666666;13043391
drive;tt0780504;100;15;9;2011;76976666;35061555;41915111;11340461;15000000;4;True;False;False;False;False;False;True;False;False;False;False;False;False;True;True;False;False;False;False;True;False;4.131777733333333;4421381
i frankenstein;tt1418377;92;22;1;2014;76801179;19075290;57725889;8610441;65000000;3;False;False;False;True;False;False;False;True;False;True;False;False;False;True;False;False;False;False;True;False;False;0.1815566;2334796
united 93;tt0475276;111;28;4;2006;76700659;31483450;45217209;11478360;15000000;4;True;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;True;True;False;False;False;4.113377266666666;4806633
coach carter;tt0393162;136;14;1;2005;76669554;67264877;9404677;24182961;30000000;3;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;1.5556518;10493740
the ladykillers;tt0335245;104;26;3;2004;76665191;39799191;36866000;12634563;35000000;4;False;True;True;False;False;False;True;False;False;False;False;False;False;True;False;False;True;True;False;False;False;1.1904340285714285;6408887
the unborn;tt1139668;88;9;1;2009;76514050;42670410;33843640;19810585;16000000;3;True;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;True;True;False;False;False;3.782128125;5689388
bad santa;tt0307987;92;26;11;2003;76488889;60060328;16428561;12500000;23000000;4;True;True;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;True;False;False;2.3256038695652173;9960253
the road to el dorado;tt0138749;89;31;3;2000;76432727;50863742;25568985;12846652;95000000;2;False;True;False;False;True;True;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;-0.19544497894736843;9436686
kubo and the two strings;tt4302938;101;18;8;2016;76249438;48023088;28226350;12608372;60000000;2;False;False;False;True;True;False;False;True;True;False;False;False;True;True;False;False;False;False;False;True;False;0.2708239666666667;5551802
diary of a wimpy kid;tt1196141;94;19;3;2010;76196538;64003625;12192913;22126166;15000000;2;True;True;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;True;False;False;False;4.0797692;8111993
there will be blood;tt0469494;158;26;12;2007;76181545;40222514;35959031;190739;25000000;4;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;2.0472618;5846295
the mechanic;tt0472399;93;27;1;2011;76130093;29121498;47008595;11422006;1000000;4;False;False;True;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;75.130093;3672320
vice;tt6266538;132;25;12;2018;76073488;47836282;28237206;7768371;60000000;4;True;True;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;True;0.2678914666666667;5250963
the pink panther 2;tt0838232;92;5;2;2009;76025134;35922978;40102156;11588150;70000000;2;False;True;False;True;True;False;True;False;True;False;True;False;False;True;True;True;True;False;False;True;False;0.08607334285714285;4789730
kate  leopold;tt0035423;118;25;12;2001;76019048;47121859;28897189;9725408;48000000;3;False;True;False;False;False;True;False;True;False;False;False;False;False;True;False;True;False;False;False;False;True;0.5837301666666667;8325416
death race;tt0452608;105;21;8;2008;76014335;36316032;39698303;12621090;45000000;4;False;False;True;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;0.6892074444444445;5057943
widows;tt4218572;129;9;11;2018;75984700;42402632;33582068;12361307;42000000;4;True;False;True;False;False;False;True;False;False;False;False;False;False;True;True;False;True;True;False;False;False;0.8091595238095238;4654515
revolutionary road;tt0959337;119;26;12;2008;75981180;22911480;53069700;189911;35000000;4;True;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;1.1708908571428571;3191013
sicario day of the soldado;tt5052474;122;27;6;2018;75837743;50072235;25765508;19007566;35000000;4;True;False;True;True;False;False;True;False;False;False;False;False;False;True;True;False;True;False;True;False;False;1.166792657142857;5496403
30 days of night;tt0389722;113;19;10;2007;75513170;39569000;35944170;15951902;30000000;4;False;False;True;True;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;False;1.5171056666666667;5751308
stomp the yard;tt0775539;109;12;1;2007;75511123;61356221;14154902;21833312;13000000;3;True;False;False;False;False;True;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;4.808547923076923;8918055
the changeup;tt1488555;112;5;8;2011;75450437;37081475;38368962;13531115;52000000;4;False;True;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;True;False;False;False;0.45096994230769233;4676100
the count of monte cristo;tt0245844;131;25;1;2002;75395048;54234062;21160986;11376150;35000000;3;True;False;True;True;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;1.1541442285714285;9334606
the spy who dumped me;tt6663582;117;1;8;2018;75320680;33562069;41758611;12103043;40000000;4;False;True;False;True;True;False;False;False;False;False;False;False;False;True;False;True;True;False;True;False;False;0.883017;3684090
dragon wars dwar;tt0372873;90;1;8;2007;75108817;10977721;64131096;5376000;32000000;3;True;False;True;True;False;False;False;True;False;False;False;True;False;True;False;False;True;False;True;False;False;1.34715053125;1595598
larry crowne;tt1583420;98;29;6;2011;75055070;35608245;39446825;13096065;30000000;3;True;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;1.5018356666666666;4490320
easy a;tt1282140;92;16;9;2010;75026216;58401464;16624752;17734040;8000000;3;True;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;8.378277;7401959
escape from planet earth;tt0765446;89;15;2;2013;74939189;57012977;17926212;15891055;40000000;2;False;True;False;False;True;False;False;False;True;True;False;False;True;True;False;False;False;True;False;False;False;0.873479725;7012666
tyler perrys boo a madea halloween;tt5325452;103;21;10;2016;74827344;73206343;1621001;28501448;20000000;3;True;True;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;False;2.7413672;8463161
a madea family funeral;tt7054636;109;28;2;2019;74747725;73257045;1490680;27062332;20000000;3;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;2.73738625;8041388
crimson peak;tt2554274;119;23;10;2014;74679822;31090320;43589502;13143310;55000000;4;True;False;True;False;False;True;False;True;False;False;True;True;False;True;False;False;False;False;False;True;False;0.35781494545454545;3805424
from hell;tt0120681;122;19;10;2001;74558115;31602566;42955549;11014818;35000000;4;False;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;False;True;False;False;False;1.1302318571428571;5583492
the boy;tt3882082;97;4;2;2015;74136180;35819556;38316624;10778392;10000000;3;False;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;True;False;False;6.413618;4249057
eternal sunshine of the spotless mind;tt0338013;108;19;3;2004;74036715;34400301;39636414;8175198;20000000;4;True;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;2.70183575;5539500
the one;tt0267804;87;2;11;2001;74005691;43905746;30099945;19112404;20000000;3;False;False;True;True;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;2.70028455;7757198
miracles from heaven;tt4257926;109;16;3;2016;73983003;61705123;12277880;14812393;13000000;2;True;False;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;False;True;False;False;4.691000230769231;7133540
divine secrets of the yaya sisterhood;tt0279778;116;7;6;2002;73839240;69599016;4240224;16167412;27000000;3;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;1.7347866666666667;11979176
obsessed;tt1198138;108;23;4;2009;73830347;68261644;5568703;28612730;20000000;3;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;2.69151735;9101552
the core;tt0298814;135;28;3;2003;73498611;31186896;42311715;12053131;60000000;3;False;False;True;True;True;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;0.22497685;5171956
war room;tt3832914;120;27;8;2015;73256266;67790117;5466149;11351389;3000000;2;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;23.418755333333333;8041532
dude wheres my car;tt0242423;83;15;12;2000;73180723;46729800;26450923;13845914;13000000;3;False;True;False;False;False;False;False;False;False;True;True;False;False;True;False;True;True;True;False;False;False;4.629286384615384;8669721
here comes the boom;tt1648179;105;12;10;2012;73100172;45290318;27809854;11816596;42000000;2;False;True;False;True;False;False;False;False;False;False;False;False;True;True;False;False;True;True;False;False;False;0.7404802857142857;5689738
without a paddle;tt0364751;95;20;8;2004;73029190;58169327;14859863;13528946;19000000;3;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;False;2.8436415789473686;9367041
the best man holiday;tt2083355;123;15;11;2013;72835710;70525195;2310515;30107555;17000000;4;True;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;3.2844535294117647;8674685
lady in the water;tt0452637;110;20;7;2006;72785169;42285169;30500000;18044396;70000000;3;True;False;True;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;True;False;0.03978812857142857;6455750
yours mine  ours;tt0443295;88;23;11;2005;72662923;53412862;19250061;17461108;45000000;2;False;True;False;False;False;True;False;True;True;False;False;False;False;True;False;False;False;False;True;False;False;0.6147316222222222;8332739
lord of war;tt0399295;122;16;9;2005;72617068;24149632;48467436;9390144;50000000;4;True;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;False;False;False;0.45234136;3767493
diary of a wimpy kid rodrick rules;tt1650043;99;17;3;2011;72526996;52698535;19828461;23751502;21000000;2;False;True;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;True;False;2.453666476190476;6645464
second act;tt2126357;103;6;12;2018;72282227;39282227;33000000;6489983;16000000;3;True;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;3.5176391875;4311989
what men want;tt7634968;117;7;2;2019;72216294;54611903;17604391;18232087;20000000;4;False;True;False;False;False;True;False;True;False;False;False;False;False;True;False;False;True;False;False;True;False;2.6108147;5994720
around the world in 80 days;tt0327437;120;16;6;2004;72178895;24008137;48170758;7576132;110000000;2;False;True;False;True;True;False;False;False;True;False;False;False;True;True;False;True;True;False;True;False;False;-0.34382822727272727;3866044
babylon ad;tt0364970;90;20;8;2008;72109200;22532572;49576628;9484627;70000000;3;False;False;True;True;True;False;False;False;False;True;False;False;False;True;False;False;True;False;True;False;False;0.030131428571428573;3138241
o brother where art thou;tt0190590;107;30;8;2000;71868327;45512588;26355739;195104;26000000;3;False;True;False;False;True;False;True;False;False;False;False;False;True;True;False;False;False;False;True;False;False;1.7641664230769232;8443893
charlies angels;tt5033998;118;13;11;2019;71863636;17803077;54060559;8351109;48000000;3;False;True;False;True;True;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;0.4971590833333333;1954234
rules of engagement;tt0160797;128;7;4;2000;71732303;61335230;10397073;15011181;60000000;4;True;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;True;True;False;False;False;0.19553838333333334;11379448
funny people;tt1201167;146;30;7;2009;71585235;51855045;19730190;22657780;75000000;4;True;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;-0.0455302;6914006
run all night;tt2199571;114;11;3;2015;71561644;26461644;45100000;11012305;1000000;4;True;False;True;True;False;False;True;False;False;False;False;False;False;True;False;False;False;False;True;False;False;70.561644;3138985
colombiana;tt1657507;108;27;7;2011;71508440;36665854;34842586;10408176;40000000;3;True;False;True;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;0.787711;4623689
the royal tenenbaums;tt0265666;110;14;12;2001;71441250;52364010;19077240;276981;21000000;4;True;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;2.4019642857142856;9251591
brick mansions;tt1430612;90;17;4;2014;71416730;20396829;51019901;9516855;28000000;3;False;False;False;True;False;False;True;False;False;False;False;False;False;True;False;False;True;False;False;True;False;1.5505975;2496551
holes;tt0311289;117;18;4;2003;71406573;67406573;4000000;16300155;20000000;2;True;True;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;True;False;False;False;2.57032865;11178536
down to earth;tt0231775;87;16;2;2001;71186502;64186502;7000000;17268883;49000000;3;False;True;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;0.45278575510204083;11340371
the counselor;tt2193215;117;25;10;2013;71009334;16973715;54035619;7842930;25000000;4;True;False;True;False;False;False;True;False;False;False;False;False;False;True;True;False;True;True;False;False;False;1.84037336;2087787
anacondas the hunt for the blood orchid;tt0366174;97;26;8;2004;70992898;32238923;38753975;12812287;20000000;3;False;False;True;True;True;False;False;False;False;False;False;True;False;True;False;False;True;False;False;True;False;2.5496449;5191452
son of god;tt3210686;138;28;2;2014;70829270;59700064;11129206;25601865;22000000;3;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;True;False;False;False;2.2195122727272727;7307229
brotherhood of the wolf;tt0237534;142;20;3;2001;70752904;11260096;59492808;475181;29000000;4;True;False;True;True;True;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;True;1.4397553103448275;1989416
the grudge 2;tt0433386;102;13;10;2006;70711175;39143839;31567336;20825300;20000000;3;False;False;True;False;False;False;False;False;False;False;False;True;False;True;False;False;True;True;False;False;False;2.53555875;5976158
hannah montana and miley cyrus best of both worlds concert;tt1127884;74;1;2;2008;70642966;65281781;5361185;31117834;7000000;1;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;9.091852285714285;9092170
children of men;tt0206634;109;22;9;2006;70595464;35552383;35043081;501003;76000000;4;True;False;True;False;False;False;False;False;False;False;False;False;False;True;True;False;True;True;False;False;False;-0.07111231578947369;5427844
the house bunny;tt0852713;97;22;8;2008;70439696;48237389;22202307;14533702;25000000;3;False;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;1.81758784;6718299
think like a man too;tt2239832;106;20;6;2014;70181428;65182182;4999246;29241911;24000000;3;False;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;1.9242261666666667;7978235
license to wed;tt0762114;91;3;7;2007;70181325;43799818;26381507;10422258;35000000;3;False;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;1.0051807142857143;6366252
a cinderella story;tt0356470;95;16;7;2004;70067909;51438175;18629734;13623350;19000000;2;False;True;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;True;False;False;False;2.687784684210526;8283119
310 to yuma;tt0381849;122;6;9;2007;70016220;53606916;16409304;14035033;55000000;4;True;False;False;True;False;False;True;False;False;False;False;False;True;True;False;False;True;False;False;True;False;0.27302218181818183;7791702
the hills have eyes;tt0454841;107;10;3;2006;70008952;41778863;28230089;15708512;15000000;4;False;False;True;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;False;3.667263466666667;6378452
curious george;tt0381971;87;10;2;2006;69865924;58360760;11505164;14703405;50000000;1;False;True;False;False;True;False;False;True;True;False;False;False;True;True;False;False;False;True;False;False;False;0.39731848;8910039
after;tt4126476;105;12;3;2019;69733482;12138565;57594917;6002349;14000000;3;True;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;3.980963;1332444
the dilemma;tt1578275;111;13;1;2011;69721966;48475290;21246676;17816230;70000000;3;True;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;-0.0039719142857142856;6112899
the last exorcism;tt1320244;87;27;8;2010;69432527;41034350;28398177;20366613;1800000;3;False;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;False;True;False;False;False;37.57362611111111;5200804
a very long engagement;tt0344510;133;28;10;2004;69424389;6524389;62900000;101749;56600000;4;True;False;False;False;False;True;False;False;False;False;True;False;True;False;False;True;True;False;False;True;False;0.2265793109540636;1050626
13 hours;tt4172430;144;25;2;2015;69411370;52853219;16558151;16194738;50000000;4;True;False;True;True;False;False;False;False;False;False;False;False;True;True;False;False;True;False;True;False;False;0.3882274;6269658
the x files i want to believe;tt0443701;104;23;7;2008;69363381;20982478;48380903;10021753;30000000;3;True;False;True;False;False;False;False;False;False;True;True;True;False;True;False;False;True;False;True;False;False;1.3121127;2922350
the sweetest thing;tt0253867;84;12;4;2002;69319426;24718164;44601262;9430667;43000000;4;False;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;0.6120796744186047;4254417
the men who stare at goats;tt1234548;94;6;11;2009;69095771;32428195;36667576;12706654;25000000;4;False;True;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;True;False;False;False;1.76383084;4323759
john tucker must die;tt0455967;89;28;7;2006;68844775;41011711;27833064;14276534;18000000;3;False;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;2.8247097222222224;6261329
land of the lost;tt0457400;102;4;6;2009;68777554;49438370;19339184;18837350;100000000;3;False;True;False;True;True;False;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;-0.31222446;6591782
house of wax;tt0397065;113;5;5;2005;68766121;32064800;36701321;12077236;40000000;4;False;False;True;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;True;False;0.719153025;5002308
the nut job 2 nutty by nature;tt3486626;91;10;8;2017;68743485;28370522;40372963;8342311;1000000;2;False;True;False;False;True;False;False;True;True;False;False;False;True;True;False;False;False;False;False;True;False;67.743485;3162822
letters from iwo jima;tt0498380;141;9;12;2006;68673228;13756082;54917146;89097;19000000;4;True;False;False;True;True;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;True;2.6143804210526316;2100165
the call;tt1911644;94;14;3;2013;68572631;51872378;16700253;17118745;13000000;4;True;False;True;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;True;False;4.274817769230769;6380366
one direction this is us;tt2515086;92;28;8;2013;68532898;28873374;39659524;15815497;1000000;2;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;True;False;False;67.532898;3551460
looney tunes back in action;tt0318155;91;14;11;2003;68514844;20991364;47523480;9317371;80000000;2;False;True;False;False;True;False;False;True;True;True;False;False;True;True;False;False;False;True;False;False;False;-0.14356445;3481154
dan in real life;tt0480242;98;26;10;2007;68474305;47642963;20831342;11809445;25000000;3;True;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;1.7389722;6924849
thir13en ghosts;tt0245674;91;26;10;2001;68467960;41867960;26600000;15165355;42000000;4;False;False;True;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;False;0.6301895238095238;7397166
ghost ship;tt0288477;91;25;10;2002;68349884;30113491;38236393;11503423;1000000;4;False;False;False;False;False;False;False;False;False;False;False;True;False;True;True;False;True;True;False;False;False;67.349884;5183044
open range;tt0316356;139;15;8;2003;68296293;58331254;9965039;14047781;22000000;4;True;False;False;True;False;True;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;2.1043769545454545;9673508
the watch;tt1298649;102;27;7;2012;68267862;35353000;32914862;12750297;68000000;4;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;0.003939147058823529;4441331
moonrise kingdom;tt1748122;94;16;5;2012;68263166;45512466;22750700;522996;16000000;3;True;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;3.266447875;5717646
saw vi;tt1233227;90;22;10;2009;68234154;27693292;40540862;14118444;1000000;4;False;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;True;False;67.234154;3692438
frequency;tt0186151;118;28;4;2000;68106245;45010278;23095967;9025584;31000000;3;True;False;True;False;False;False;True;False;False;True;True;False;False;True;False;False;False;True;False;False;False;1.1969756451612903;8350700
prime;tt0387514;105;28;10;2005;67937494;22827153;45110341;6220935;22000000;3;True;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;2.088067909090909;3561178
legion;tt1038686;100;21;1;2010;67918658;40168080;27750578;17501625;26000000;4;False;False;False;True;True;False;False;True;False;True;False;True;True;True;False;False;False;False;False;True;False;1.612256076923077;5091011
the american;tt1440728;105;1;9;2010;67876281;35606376;32269905;13177790;20000000;4;True;False;True;False;False;False;True;False;False;False;False;False;False;True;False;False;True;False;True;False;False;2.39381405;4512848
jersey boys;tt1742044;134;18;6;2014;67647013;47047013;20600000;13319371;40000000;4;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;True;True;False;True;False;False;0.691175325;5758508
bandits;tt0219965;123;12;10;2001;67631903;41575141;26056762;13050700;75000000;3;True;True;False;False;False;True;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;-0.09824129333333333;7345431
a beautiful day in the neighborhood;tt3224458;109;22;11;2019;67548711;61696436;5852275;13251238;25000000;2;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;1.70194844;6772385
12 strong;tt1413492;130;17;1;2018;67450815;45819713;21631102;15815025;35000000;4;True;False;False;True;False;False;False;False;False;False;False;False;True;True;True;False;True;False;True;False;False;0.9271661428571428;5029606
the next three days;tt1458175;133;18;11;2010;67448651;21148651;46300000;6542779;30000000;3;True;False;True;True;False;True;True;False;False;False;False;False;False;True;False;False;False;False;False;True;False;1.2482883666666666;2680437
star trek nemesis;tt0253754;116;13;12;2002;67336470;43254409;24082061;18513305;60000000;3;False;False;True;True;True;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;0.1222745;7444820
american assassin;tt1961175;112;13;9;2017;67234188;36249674;30984514;14846778;33000000;4;False;False;True;True;False;False;False;False;False;False;False;False;False;True;True;False;True;False;True;False;False;1.0373996363636364;4041212
boogeyman;tt0357507;89;4;2;2005;67192859;46752382;20440477;19020655;20000000;3;True;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;False;True;False;False;False;2.35964295;7293663
when a stranger calls;tt0455857;87;3;2;2006;67062123;47860214;19201909;21607203;15000000;3;False;False;True;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;False;3.4708082;7306902
skyline;tt1564585;92;11;11;2010;66984887;21393620;45591267;11692415;10000000;3;False;False;True;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;5.6984887;2711485
the giver;tt0435651;97;15;8;2014;66980456;45090374;21890082;12305016;25000000;3;True;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;1.67921824;5519017
madeas witness protection;tt2215285;114;29;6;2012;66899242;65653242;1246000;25390575;20000000;3;True;True;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;2.3449621;8247894
selma;tt1020072;128;25;12;2014;66787908;52076908;14711000;571450;20000000;3;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;True;False;2.3393954;6374162
thirteen days;tt0146309;145;22;12;2000;66579890;34592089;31987801;46668;80000000;3;True;False;True;False;False;False;False;False;False;False;False;False;True;True;True;False;True;True;False;False;False;-0.167751375;6417827
street kings;tt0421073;109;10;4;2008;66476363;26418667;40057696;12469631;1000000;4;True;False;True;True;False;False;True;False;False;False;False;False;False;True;False;False;True;False;False;True;False;65.476363;3679480
not another teen movie;tt0277371;89;14;12;2001;66468332;38252284;28216048;12615116;15000000;4;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;3.4312221333333333;6758354
love simon;tt5164432;110;16;3;2018;66316289;40826341;25489948;11756244;17000000;3;True;True;False;False;False;True;False;False;False;False;False;False;False;True;False;True;True;True;False;False;False;2.900958176470588;4481486
mile 22;tt4560436;94;16;8;2018;66308758;36108758;30200000;13710825;50000000;4;False;False;True;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;0.32617516;3963639
bad company;tt0280486;116;7;6;2002;66200782;30160161;36040621;11007367;1000000;3;False;True;True;True;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;65.200782;5191077
the spy next door;tt1273678;94;16;10;2009;66166000;24307086;41858914;9726056;28000000;2;False;True;False;True;False;False;False;False;True;False;False;False;False;True;False;False;True;True;False;False;False;1.3630714285714285;3240944
barbershop 2 back in business;tt0337579;106;6;2;2004;65991448;65111277;880171;24241612;30000000;3;True;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;1.1997149333333332;10484907
flags of our fathers;tt0418689;135;20;10;2006;65900249;33602376;32297873;10245190;90000000;4;True;False;False;True;True;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;-0.2677750111111111;5130133
life of the party;tt5619332;105;10;5;2018;65859911;53059911;12800000;17886075;30000000;3;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;1.1953303666666666;5824359
k19 the widowmaker;tt0267626;138;19;7;2002;65716126;35168966;30547160;12778459;100000000;3;True;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;True;True;False;False;False;-0.34283874;6053178
taking lives;tt0364045;103;19;3;2004;65470529;32682342;32788187;11458465;45000000;4;False;False;True;False;False;False;True;False;False;False;True;False;False;True;False;True;False;True;False;False;False;0.45490064444444445;5262857
moonlight;tt4975722;111;21;10;2016;65336603;27854932;37481671;402075;1000000;4;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;64.336603;3220223
underdog;tt0467110;84;3;8;2007;65270477;43760605;21509872;11585121;25000000;2;False;True;False;True;True;False;False;True;True;True;False;False;False;True;False;False;False;True;False;False;False;1.61081908;6360553
something borrowed;tt0491152;112;5;5;2011;65100369;39046489;26053880;13945368;35000000;3;True;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;0.8600105428571428;4923895
space chimps;tt0482603;81;17;7;2008;65097693;30105968;34991725;7181374;1000000;1;False;True;False;False;True;False;False;False;True;True;False;False;True;True;False;False;False;False;False;True;False;64.097693;4193031
zathura a space adventure;tt0406375;101;11;11;2005;65079104;29258869;35820235;13427872;1000000;2;False;True;False;True;True;False;False;True;True;True;False;False;False;True;False;False;False;True;False;False;False;64.079104;4564566
kpax;tt0272152;120;26;10;2001;65001485;50338485;14663000;17215275;68000000;3;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;-0.04409580882352941;8893725
the benchwarmers;tt0437863;85;7;4;2006;64962629;59843754;5118875;19656429;33000000;3;False;True;False;False;False;False;False;False;False;False;False;False;True;True;True;False;False;True;False;False;False;0.9685645151515152;9136450
