title_name;title_id;runtime;release_day;release_month;release_year;worldwide_gross;domestic_gross;foreign_gross;opening_gross;budget;age_rating;genre_drama;genre_comedy;genre_thriller;genre_action;genre_adventure;genre_romance;genre_crime;genre_fantasy;genre_family;genre_scifi;genre_mystery;genre_horror;genre_other;language_english;language_spanish;language_french;language_other;weekday_friday;weekday_wednesday;weekday_thursday;weekday_other;roi;tickets_sold
black hawk down;tt0265086;144;28;12;2001;172989651;108638745;64350906;179823;92000000;4;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;True;False;False;False;0.8803222934782609;19194124
the grand budapest hotel;tt2278388;99;26;2;2014;172936941;59301324;113635617;811166;25000000;4;False;True;False;False;True;False;True;False;False;False;False;False;False;True;False;True;True;False;True;False;False;5.91747764;7258423
the santa clause 2;tt0304669;104;1;11;2002;172855065;139236327;33618738;29008696;65000000;1;False;True;False;False;False;False;False;True;True;False;False;False;False;True;False;False;False;True;False;False;False;1.6593086923076923;23964944
cloverfield;tt1060277;85;17;1;2008;172394180;80048433;92345747;40058229;25000000;3;False;False;True;False;False;False;False;False;False;True;False;True;False;True;False;False;True;False;False;True;False;5.8957672;11148806
couples retreat;tt1078940;113;8;10;2009;171844840;109204945;62639895;34286740;70000000;3;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;1.4549262857142857;14560659
blood diamond;tt0450259;143;8;12;2006;171720398;57377916;114342482;8648324;100000000;4;True;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;0.71720398;8759987
jackass 3d;tt1116184;94;15;10;2010;171685792;117229692;54456100;50353641;20000000;4;False;True;False;True;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;7.5842896;14858009
no country for old men;tt0477348;122;9;11;2007;171627166;74283625;97343541;1202000;25000000;4;True;False;True;False;False;False;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;5.86508664;10797038
john wick chapter 2;tt4425200;122;8;2;2017;171539887;92029184;79510703;30436123;40000000;4;False;False;True;True;False;False;True;False;False;False;False;False;False;True;False;False;True;False;True;False;False;3.288497175;10259663
spies in disguise;tt5814534;102;29;11;2019;171372285;66657005;104715280;13354798;100000000;2;False;True;False;True;True;False;False;False;True;True;False;False;True;True;False;False;True;True;False;False;False;0.71372285;7316905
mr deeds;tt0280590;96;28;6;2002;171269535;126293452;44976083;37162787;50000000;3;False;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;2.4253907;21737255
superbad;tt0829482;113;17;8;2007;170812526;121463226;49349300;33052411;20000000;4;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;7.5406263;17654538
the other guys;tt1386588;107;6;8;2010;170458922;119219978;51238944;35543162;100000000;3;False;True;False;True;False;False;True;False;False;False;False;False;False;True;False;False;True;True;False;False;False;0.70458922;15110263
olympus has fallen;tt2302755;119;20;3;2013;170270201;98925640;71344561;30373794;70000000;4;False;False;True;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;1.432431442857143;12167975
starsky  hutch;tt0335438;101;5;3;2004;170268750;88237754;82030996;28103367;60000000;3;False;True;False;False;False;False;True;False;False;False;False;False;False;True;False;False;True;True;False;False;False;1.8378125;14208978
shall we dance;tt0358135;106;15;10;2004;170128460;57890460;112238000;11600000;50000000;3;True;True;False;False;False;True;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;2.4025692;9322135
stuart little 2;tt0243585;77;18;7;2002;169956806;64956806;105000000;15115152;120000000;2;False;True;False;False;True;False;False;True;True;False;False;False;True;True;False;False;False;False;False;True;False;0.4163067166666667;11180173
zookeeper;tt1222817;102;6;7;2011;169852759;80360843;89491916;20065617;80000000;2;False;True;False;False;False;True;False;True;True;False;False;False;False;True;False;False;False;False;True;False;False;1.1231594875;10133775
dumb and dumber to;tt2096672;109;12;11;2014;169837010;86208010;83629000;36111775;40000000;3;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;3.24592525;10551776
ghost in the shell;tt1219827;107;29;3;2017;169801921;40563557;129238364;18676033;110000000;3;True;False;True;True;False;False;False;False;False;True;False;False;False;True;False;False;True;False;True;False;False;0.5436538272727273;4522135
seven pounds;tt0814314;123;17;12;2008;169748929;69951824;99797105;14851136;55000000;3;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;2.0863441636363635;9742593
meet the robinsons;tt0396555;95;23;3;2007;169333034;97822171;71510863;25123781;150000000;1;False;True;False;False;True;False;False;False;True;True;False;False;True;True;False;False;False;True;False;False;False;0.12888689333333334;14218338
the emperors new groove;tt0120917;78;15;12;2000;169327687;89302687;80025000;9812302;100000000;1;False;True;False;False;True;False;False;True;True;False;False;False;True;True;False;False;False;True;False;False;False;0.69327687;16568216
dodgeball a true underdog story;tt0364725;92;18;6;2004;168423227;114326736;54096491;30070196;20000000;3;False;True;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;True;False;False;False;7.42116135;18410102
hellboy ii the golden army;tt0411477;120;10;7;2008;168319243;75986503;92332740;34539115;85000000;3;False;False;False;True;True;False;False;True;False;True;False;True;True;True;False;False;True;False;False;True;False;0.9802263882352941;10583078
insidious the last key;tt5726086;103;3;1;2018;167885588;67745330;100140258;29581355;10000000;3;False;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;True;False;False;15.7885588;7436369
fantastic four;tt1502712;100;5;8;2015;167882881;56117548;111765333;25685737;120000000;3;True;False;False;True;True;False;False;False;False;True;False;False;False;True;False;False;False;False;True;False;False;0.39902400833333335;6656885
unstoppable;tt0477080;98;10;11;2010;167805466;81562942;86242524;22688457;100000000;3;False;False;True;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;0.67805466;10337508
magic mike;tt1915581;110;28;6;2012;167739368;113721571;54017797;39127170;7000000;4;True;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;22.962766857142856;14286629
alexander;tt0346491;175;21;11;2004;167298192;34297191;133001001;13687087;155000000;4;True;False;False;True;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;0.07934317419354839;5522897
up in the air;tt1193138;109;4;12;2009;166842739;83823381;83019358;1181450;25000000;4;True;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;5.67370956;11176450
nutty professor ii the klumps;tt0144528;106;28;7;2000;166339890;123309890;43030000;42518830;84000000;3;False;True;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;0.9802367857142857;22877530
bridge of spies;tt3682448;142;14;10;2015;165478348;72313754;93164594;15371203;40000000;3;True;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;True;False;False;3.1369587;8578144
the princess diaries;tt0247638;111;3;8;2001;165335153;108248956;57086197;22862269;26000000;1;False;True;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;True;False;False;False;5.359044346153846;19125257
the muppets;tt1204342;103;23;11;2011;165184237;88631237;76553000;29239026;45000000;2;False;True;False;False;True;False;False;False;True;False;False;False;True;True;False;False;False;False;True;False;False;2.6707608222222223;11176700
the huntsman winters war;tt2381991;114;6;4;2016;164989338;48390190;116599148;19445035;115000000;3;True;False;False;True;True;False;False;True;False;False;False;False;False;True;False;False;False;False;True;False;False;0.4346898956521739;5594241
saw iii;tt0489270;108;27;10;2006;164874275;80238724;84635551;33610391;10000000;4;False;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;False;True;False;False;False;15.4874275;12250186
bringing down the house;tt0305669;105;7;3;2003;164729679;132716677;32013002;31101026;33000000;3;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;3.9918084545454544;22009399
daddy day care;tt0317303;92;9;5;2003;164433867;104297061;60136806;27623580;60000000;2;False;True;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;True;False;False;False;1.74056445;17296361
miami vice;tt0430357;132;27;7;2006;164231296;63450470;100780826;25723815;135000000;4;False;False;True;True;False;False;True;False;False;False;False;False;False;True;True;False;False;False;False;True;False;0.21652811851851853;9687094
the spiderwick chronicles;tt0416236;96;14;2;2008;164170327;71195053;92975274;19004058;90000000;2;True;False;False;True;True;False;False;True;True;False;False;False;False;True;False;False;False;False;False;True;False;0.8241147444444444;9915745
the pink panther;tt0383216;93;9;2;2006;164115897;82226474;81889423;20220412;80000000;2;False;True;False;False;True;False;True;False;True;False;True;False;False;True;False;False;False;False;False;True;False;1.0514487125;12553660
four christmases;tt0369436;88;26;11;2008;164112721;120146040;43966681;31069826;80000000;3;True;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;1.0514090125;16733431
the ring two;tt0377109;110;17;3;2005;163995949;76231249;87764700;35065237;60000000;3;False;False;False;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;True;False;1.7332658166666666;11892550
burn after reading;tt0887883;96;12;9;2008;163728902;60355347;103373555;19128001;37000000;4;True;True;True;False;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;3.4251054594594597;8406037
the happening;tt0949731;91;11;6;2008;163403799;64506874;98896925;30517109;48000000;4;True;False;True;False;False;False;False;False;False;True;True;False;False;True;False;True;False;False;True;False;False;2.4042458125;8984244
talladega nights the ballad of ricky bobby;tt0415306;108;4;8;2006;163362095;148213377;15148718;47042215;72500000;3;False;True;False;False;False;False;False;False;False;False;False;False;True;True;False;True;False;True;False;False;False;1.253270275862069;22627996
world trade center;tt0469641;129;9;8;2006;163247198;70278893;92968305;18730762;65000000;3;True;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;1.5114953538461537;10729601
the island;tt0399201;136;21;7;2005;162949164;35818913;127130251;12409070;126000000;3;False;False;True;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;0.29324733333333336;5587973
the interpreter;tt0373926;128;8;4;2005;162944923;72708161;90236762;22822455;80000000;3;False;False;True;False;False;False;True;False;False;False;True;False;False;True;False;True;True;True;False;False;False;1.0368115375;11342926
27 dresses;tt0988595;111;10;1;2008;162655351;76808654;85846697;23007725;30000000;3;False;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;4.421845033333334;10697584
the magnificent seven;tt2404435;132;14;9;2016;162360636;93432655;68927981;34703397;90000000;3;False;False;False;True;True;False;False;False;False;False;False;False;True;True;True;False;True;False;True;False;False;0.8040070666666667;10801463
memoirs of a geisha;tt0397535;145;9;12;2005;162242962;57490508;104752454;682504;85000000;3;True;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;0.9087407294117648;8968878
jack reacher never go back;tt3393786;118;19;10;2016;162146076;58697076;103449000;22872490;60000000;3;False;False;True;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;1.7024346;6785789
insidious chapter 2;tt2226417;106;13;9;2013;161919318;83586447;78332871;40272103;5000000;3;False;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;False;True;False;False;False;31.3838636;10281235
limitless;tt1219289;105;17;3;2011;161849455;79249455;82600000;18907302;27000000;3;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;True;True;False;False;True;False;4.994424259259259;9993626
scream 3;tt0134084;116;4;2;2000;161834276;89143175;72691101;34713342;40000000;4;False;False;False;False;False;False;False;False;False;False;True;True;False;True;False;False;False;True;False;False;False;3.0458569;16538622
flight;tt1907668;138;2;11;2012;161772375;93772375;68000000;24900566;31000000;4;True;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;4.21846370967742;11780449
into the storm;tt2106361;89;7;8;2014;161502194;47602194;113900000;17346427;50000000;3;True;False;True;True;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;2.23004388;5826461
unbroken;tt1809398;137;25;12;2014;161459297;115637895;45821402;30621445;65000000;3;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;False;True;False;1.4839891846153845;14153965
freaky friday;tt0322330;97;6;8;2003;160846332;110230332;50616000;22203007;20000000;2;False;True;False;False;False;True;False;True;True;False;False;False;True;True;False;False;True;False;True;False;False;7.0423166;18280320
the predator;tt3829266;107;12;9;2018;160542134;51024708;109517426;24632284;88000000;4;False;False;True;True;True;False;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;0.8243424318181818;5600955
three billboards outside ebbing missouri;tt5027774;115;10;11;2017;160192031;54513740;105678291;322168;15000000;4;True;True;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;9.679468733333334;6077340
underworld awakening;tt1496025;88;18;1;2012;160112671;62321039;97791632;25306725;70000000;4;True;False;False;True;False;False;False;True;False;True;False;True;False;True;False;False;True;False;True;False;False;1.2873238714285715;7829276
lara croft tomb raider the cradle of life;tt0325703;117;24;7;2003;160099222;65660196;94439026;21783641;95000000;3;False;False;False;True;True;False;False;True;False;False;False;False;False;True;False;False;True;False;False;True;False;0.6852549684210526;10888921
johnny english reborn;tt1634122;101;15;9;2011;160078586;8305970;151772616;3833300;45000000;2;False;True;False;True;True;False;True;False;False;False;False;False;False;True;False;False;True;False;False;True;False;2.5573019111111113;1047411
norbit;tt0477051;102;9;2;2007;159814490;95673607;64140883;34195434;60000000;3;False;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;1.6635748333333333;13906047
21;tt0478087;123;28;3;2008;159808370;81159365;78649005;24105943;35000000;3;True;False;True;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;False;False;3.5659534285714285;11303532
step up 3d;tt1193631;107;4;8;2010;159291809;42400223;116891586;15812311;30000000;3;True;False;False;False;False;True;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;4.309726966666667;5373919
happy feet two;tt1402488;100;17;11;2011;159196259;64006466;95189793;21237068;135000000;2;False;True;False;False;True;False;False;False;True;False;False;False;True;True;False;False;False;False;False;True;False;0.17923154814814815;8071433
johnny english strikes again;tt6921996;89;13;9;2018;158970776;4412170;154558606;1638895;25000000;2;False;True;False;True;True;False;False;False;False;False;False;False;False;True;False;True;True;False;False;True;False;5.35883104;484321
the fast and the furious tokyo drift;tt0463985;104;15;6;2006;158964610;62514415;96450195;23973840;85000000;3;False;False;True;True;False;False;True;False;False;False;False;False;False;True;False;False;True;False;False;True;False;0.8701718823529412;9544185
focus;tt2381941;105;25;2;2015;158762963;53862963;104900000;18685137;50100000;4;True;True;False;False;False;True;True;False;False;False;False;False;False;True;True;False;False;False;True;False;False;2.1689214171656688;6389438
sin city;tt0401792;124;1;4;2005;158733820;74103820;84630000;28100000;40000000;4;False;False;True;False;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;2.9683455;11560658
goosebumps;tt1051904;103;14;10;2015;158260952;80080379;78180573;23618556;58000000;2;False;True;False;False;True;False;False;True;True;False;False;True;False;True;False;False;False;False;True;False;False;1.728637103448276;9499451
final destination 5;tt1622979;92;12;8;2011;157887643;42587643;115300000;18031396;40000000;4;False;False;True;False;False;False;False;False;False;False;False;True;False;True;False;False;True;True;False;False;False;2.947191075;5370446
dont breathe;tt4160708;88;25;8;2016;157830487;89217875;68612612;26411706;9900000;4;False;False;True;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;True;False;14.942473434343434;10314205
hustlers;tt5503686;110;12;9;2019;157563598;104963598;52600000;33181361;20000000;4;True;True;True;False;False;False;True;False;False;False;False;False;False;True;True;False;True;False;False;True;False;6.8781799;11521800
the book of eli;tt1037705;118;14;1;2010;157107755;94835059;62272696;32789494;80000000;4;True;False;True;True;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;0.9638469375;12019652
the monuments men;tt2177771;118;7;2;2014;156706638;78031620;78675018;22003433;70000000;3;True;True;False;False;False;False;False;False;False;False;False;False;True;True;False;True;True;True;False;False;False;1.238666257142857;9550993
mystic river;tt0327056;138;8;10;2003;156595191;90135191;66460000;640815;25000000;4;True;False;True;False;False;False;True;False;False;False;True;False;False;True;False;False;False;False;True;False;False;5.26380764;14947792
this means war;tt1596350;103;16;2;2012;156491279;54760791;101730488;17405930;65000000;3;False;True;False;True;False;True;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;1.4075581384615385;6879496
rocky balboa;tt0479143;102;20;12;2006;155929020;70270943;85658077;12158168;24000000;2;True;False;False;True;False;False;False;False;False;False;False;False;True;True;True;False;False;False;True;False;False;5.4970425;10728388
the hateful eight;tt3460252;168;25;12;2015;155760117;54117416;101642701;4610676;44000000;4;True;False;True;False;False;False;True;False;False;False;True;False;True;True;True;True;False;True;False;False;False;2.5400026590909093;6419622
escape room;tt5886046;99;2;1;2019;155712077;57005601;98706476;18238172;9000000;3;False;False;True;True;True;False;False;False;False;False;True;True;False;True;False;False;False;False;True;False;False;16.30134188888889;6257475
hannah montana the movie;tt1114677;102;8;4;2009;155545279;79576189;75969090;32324487;45000000;1;True;True;False;False;False;True;False;False;True;False;False;False;True;True;False;False;False;False;True;False;False;2.4565617555555557;10610158
monsterinlaw;tt0369735;101;13;5;2005;155457327;82931301;72526026;24000000;43000000;3;False;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;2.6152866744186047;12937800
dreamgirls;tt0443489;130;15;12;2006;155430335;103365956;52064379;378950;75000000;3;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;1.0724044666666666;15781061
the accountant;tt2140479;128;13;10;2016;155160045;86260045;68900000;24710273;44000000;4;True;False;True;True;False;False;True;False;False;False;False;False;False;True;False;True;True;False;False;True;False;2.526364659090909;9972259
blade ii;tt0187738;117;22;3;2002;155010032;82348319;72661713;32528016;54000000;4;False;False;True;True;False;False;False;False;False;True;False;True;False;True;False;False;True;True;False;False;False;1.870556148148148;14173548
maid in manhattan;tt0252076;105;13;12;2002;154906693;94011225;60895468;18711407;55000000;3;True;True;False;False;False;True;False;False;False;False;False;False;False;True;True;True;False;True;False;False;False;1.8164853272727273;16180933
lone survivor;tt1091191;121;25;12;2013;154802912;125095601;29707311;90872;40000000;4;True;False;False;True;False;False;False;False;False;False;False;False;True;True;False;False;True;False;True;False;False;2.8700728;15386912
green zone;tt0947810;115;9;12;2009;154711438;35053660;119657778;14309295;100000000;4;True;False;True;True;False;False;False;False;False;False;False;False;True;True;False;False;True;False;True;False;False;0.54711438;4673821
the angry birds movie 2;tt6095472;97;2;8;2019;154692886;41667116;113025770;10354073;65000000;2;False;True;False;False;True;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;1.3798905538461539;4573777
the phantom of the opera;tt0293508;143;10;12;2004;154648887;51268815;103380072;4001890;70000000;3;True;False;True;False;False;True;False;False;False;False;False;False;True;True;False;False;True;True;False;False;False;1.2092698142857143;8255847
ride along;tt1408253;99;17;1;2014;154468902;134938200;19530702;41516170;25000000;3;False;True;False;True;False;False;True;False;False;False;False;False;False;True;False;False;True;True;False;False;False;5.17875608;16516303
kill bill vol 2;tt0378194;137;16;4;2004;154116796;66208183;87908613;25600000;30000000;4;False;False;True;True;False;False;True;False;False;False;False;False;False;True;True;False;True;True;False;False;False;4.137226533333333;10661543
midnight in paris;tt1605783;94;11;5;2011;154056033;56817045;97238988;599003;17000000;3;False;True;False;False;False;True;False;True;False;False;False;False;False;True;True;True;True;False;True;False;False;8.062119588235294;7164822
the town;tt0840361;125;15;9;2010;154026136;92186262;61839874;23808032;37000000;4;True;False;True;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;True;False;False;3.1628685405405403;11683936
yesterday;tt8079248;116;26;6;2019;153712841;73286650;80426191;17010050;26000000;3;False;True;False;False;False;True;False;True;False;False;False;False;True;True;False;False;True;False;True;False;False;4.912032346153846;8044637
sweeney todd the demon barber of fleet street;tt0408236;116;21;12;2007;153383627;52898073;100485554;9300805;50000000;4;True;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;True;True;False;False;False;2.06767254;7688673
tower heist;tt0471042;104;3;11;2011;152930623;78046570;74884053;24025190;75000000;3;False;True;False;True;False;False;True;False;False;False;False;False;False;True;True;False;True;False;False;True;False;1.0390749733333333;9841938
chocolat;tt0241303;121;15;12;2000;152699946;71509363;81190583;157624;25000000;3;True;False;False;False;False;True;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;5.10799784;13267043
date night;tt1279935;88;8;4;2010;152263880;98711404;53552476;25207599;55000000;3;False;True;True;False;False;True;True;False;False;False;False;False;False;True;False;False;True;False;False;True;False;1.768434181818182;12510951
vantage point;tt0443274;90;20;2;2008;152039882;72266306;79773576;22874936;40000000;3;True;False;True;True;False;False;True;False;False;False;True;False;False;True;True;False;False;False;True;False;False;2.80099705;10064945
surfs up;tt0423294;85;6;6;2007;152005713;58867694;93138019;17640249;100000000;2;False;True;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;False;True;False;False;0.52005713;8556350
bad grandpa;tt3063516;92;23;10;2013;151826547;102003019;49823528;32055177;15000000;4;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;9.1217698;12546496
47 ronin;tt1335975;128;6;12;2013;151783839;38362475;113421364;9910310;175000000;3;True;False;False;True;True;False;False;True;False;False;False;False;False;True;False;False;True;True;False;False;False;-0.13266377714285715;4718631
red sparrow;tt2873282;140;28;2;2018;151572634;46874505;104698129;16853422;69000000;4;True;False;True;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;1.19670484057971;5145390
step up 2 the streets;tt1023481;98;14;2;2008;150988382;58017783;92970599;18908826;17500000;3;True;False;False;False;False;True;False;False;False;False;False;False;True;True;False;False;True;False;False;True;False;7.627907542857143;8080471
darkest hour;tt4555426;125;22;11;2017;150847207;56468410;94378797;175006;30000000;3;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;True;True;False;True;False;False;4.028240233333333;6295251
gods of egypt;tt2404233;127;25;2;2015;150680864;31153464;119527400;14123903;140000000;3;False;False;False;True;True;False;False;True;False;False;False;False;False;True;False;False;False;False;True;False;False;0.07629188571428572;3695547
the taking of pelham 123;tt1111422;106;10;6;2009;150166126;65452312;84713814;23373102;100000000;4;False;False;True;True;False;False;True;False;False;False;False;False;False;True;False;False;True;False;True;False;False;0.50166126;8726974
i am number four;tt1464540;111;17;2;2011;149878437;55100437;94778000;19449893;60000000;3;False;False;True;True;True;False;False;False;False;True;False;False;False;True;False;True;False;False;False;True;False;1.49797395;6948352
jack and jill;tt0810913;91;11;11;2011;149673788;74158157;75515631;25003575;79000000;2;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;0.8946049113924051;9351596
friends with benefits;tt1632708;109;20;7;2011;149542245;55802754;93739491;18622150;35000000;4;False;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;3.2726355714285713;7036917
beverly hills chihuahua;tt1014775;91;30;9;2008;149292488;94514402;54778086;29300465;20000000;2;True;True;False;False;True;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;True;6.4646244;13163565
me myself  irene;tt0183505;116;23;6;2000;149270999;90570999;58700000;24209385;51000000;4;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;1.9268823333333334;16803524
no strings attached;tt1411238;108;21;1;2011;149228077;70662220;78565857;19652921;25000000;4;False;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;4.96912308;8910746
charlottes web;tt0413895;97;7;12;2006;148963822;82985708;65978114;11457353;85000000;1;False;True;False;False;False;False;False;True;True;False;False;False;False;True;False;False;False;False;False;True;False;0.7525155529411764;12669573
lights out;tt4786282;81;14;7;2016;148868835;67268835;81600000;21688103;4900000;3;True;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;True;False;29.381394897959183;7776743
king arthur legend of the sword;tt1972591;126;9;5;2017;148675066;39175066;109500000;15371270;175000000;3;True;False;False;True;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;True;-0.15042819428571427;4367342
seabiscuit;tt0329575;140;25;7;2003;148336445;120277854;28058591;20854735;87000000;3;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;0.7050166091954023;19946576
red 2;tt1821694;116;18;7;2013;148075565;53262560;94813005;18048422;84000000;3;False;True;True;True;False;False;True;False;False;False;False;False;False;True;False;True;True;False;False;True;False;0.7628043452380953;6551360
spy kids;tt0227538;88;30;3;2001;147934180;112719001;35215179;26546881;35000000;2;False;True;False;True;True;False;False;False;True;True;False;False;False;True;True;False;False;True;False;False;False;3.226690857142857;19915017
the game plan;tt0492956;110;28;9;2007;147880543;90648202;57232341;22950971;22000000;2;False;True;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;5.721842863636364;13175610
the mexican;tt0236493;123;2;3;2001;147845033;66845033;81000000;20108829;57000000;4;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;1.5937725087719299;11810076
saw ii;tt0432348;93;28;10;2005;147748505;87039965;60708540;31725652;4000000;4;False;False;False;False;False;False;False;False;False;False;True;True;False;True;False;False;False;True;False;False;False;35.93712625;13578777
resident evil extinction;tt0432021;94;19;9;2007;147717833;50648679;97069154;23678580;45000000;4;False;False;True;True;False;False;False;False;False;True;False;True;False;True;False;False;False;False;True;False;False;2.282618511111111;7361726
angel has fallen;tt6189022;121;21;8;2019;147501990;69030436;78471554;21380987;40000000;4;False;False;True;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;2.68754975;7577435
arthur christmas;tt1430607;97;11;11;2011;147419472;46462469;100957003;12068931;100000000;2;False;True;False;False;True;False;False;True;True;False;False;False;True;True;False;False;False;True;False;False;False;0.47419472;5859075
source code;tt0945513;93;30;3;2011;147332697;54712227;92620470;14812094;32000000;3;True;False;True;True;False;False;False;False;False;True;True;False;False;True;False;False;False;False;True;False;False;3.60414678125;6899398
swordfish;tt0244244;99;8;6;2001;147080413;69772969;77307444;18145632;102000000;4;False;False;True;True;False;False;True;False;False;False;False;False;False;True;False;False;True;True;False;False;False;0.4419648333333333;12327379
planes fire  rescue;tt2980706;83;17;7;2014;146965787;59165787;87800000;17509407;50000000;2;False;True;False;False;True;False;False;False;True;False;False;False;True;True;False;False;False;False;False;True;False;1.93931574;7241834
mama;tt2023587;100;17;1;2013;146428180;71628180;74800000;28402310;15000000;3;False;False;True;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;True;False;8.761878666666666;8810354
music and lyrics;tt0758766;104;9;2;2007;145896422;50572589;95323833;13623630;40000000;3;False;True;False;False;False;True;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;2.64741055;7350667
blades of glory;tt0445934;93;30;3;2007;145710347;118594548;27115799;33014202;61000000;3;False;True;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;True;False;False;False;1.3886942131147542;17237579
the foreigner;tt1615160;113;30;9;2017;145374099;34393507;110980592;13113024;35000000;4;False;False;True;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;3.1535456857142856;3834281
home on the range;tt0299172;76;2;4;2004;145358062;50030461;95327601;13880771;110000000;2;False;True;False;False;True;False;False;False;True;False;False;False;True;True;False;False;True;True;False;False;False;0.32143692727272727;8056434
the exorcism of emily rose;tt0404032;119;9;9;2005;145166804;75072454;70094350;30054300;19000000;3;True;False;True;False;False;False;False;False;False;False;False;True;False;True;False;False;True;True;False;False;False;6.640358105263158;11711771
crazy stupid love;tt1570728;118;28;7;2011;145051197;84351197;60700000;19104303;50000000;3;True;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;1.90102394;10636973
